,time,open,high,low,close,tick_volume,spread,real_volume
884,2019-11-18 12:00:00,1.10617,1.1067,1.10538,1.10564,6127,1,0
885,2019-11-18 16:00:00,1.10564,1.10899,1.10554,1.10815,7394,1,0
886,2019-11-18 20:00:00,1.10815,1.10831,1.1071,1.10718,2851,1,0
887,2019-11-19 00:00:00,1.10718,1.10741,1.1062400000000001,1.10695,2998,1,0
888,2019-11-19 04:00:00,1.10696,1.10785,1.10691,1.10752,2024,1,0
889,2019-11-19 08:00:00,1.10752,1.10814,1.10644,1.10682,5820,1,0
890,2019-11-19 12:00:00,1.10682,1.10814,1.10655,1.10774,5290,1,0
891,2019-11-19 16:00:00,1.10772,1.10838,1.10718,1.10804,7385,1,0
892,2019-11-19 20:00:00,1.10804,1.10828,1.10759,1.1078000000000001,3127,1,0
893,2019-11-20 00:00:00,1.10777,1.10801,1.10703,1.10723,4089,1,0
894,2019-11-20 04:00:00,1.10723,1.10772,1.107,1.10741,2343,1,0
895,2019-11-20 08:00:00,1.10742,1.10742,1.10558,1.10636,6269,1,0
896,2019-11-20 12:00:00,1.10636,1.10688,1.1053,1.10638,5903,1,0
897,2019-11-20 16:00:00,1.10638,1.10813,1.10581,1.10665,8837,1,0
898,2019-11-20 20:00:00,1.10666,1.10748,1.10628,1.10723,6690,1,0
899,2019-11-21 00:00:00,1.10723,1.10793,1.10718,1.10771,3312,1,0
900,2019-11-21 04:00:00,1.10772,1.10787,1.1074,1.10758,2967,1,0
901,2019-11-21 08:00:00,1.10758,1.1089,1.10705,1.10863,6337,1,0
902,2019-11-21 12:00:00,1.10863,1.10969,1.10753,1.10758,6953,1,0
903,2019-11-21 16:00:00,1.10757,1.10822,1.10604,1.10625,8935,1,0
904,2019-11-21 20:00:00,1.10626,1.10627,1.10521,1.10581,3325,1,0
905,2019-11-22 00:00:00,1.1058,1.10657,1.10567,1.10641,2655,1,0
906,2019-11-22 04:00:00,1.10641,1.1067,1.10617,1.1066,1359,1,0
907,2019-11-22 08:00:00,1.1066,1.10875,1.1047,1.1060699999999999,10441,1,0
908,2019-11-22 12:00:00,1.1060699999999999,1.10676,1.10511,1.10581,6573,1,0
909,2019-11-22 16:00:00,1.10581,1.10597,1.1022,1.10236,7846,1,0
910,2019-11-22 20:00:00,1.10234,1.1029,1.10144,1.10182,3771,1,0
911,2019-11-25 00:00:00,1.10151,1.10248,1.1015,1.10233,2953,2,0
912,2019-11-25 04:00:00,1.10233,1.10299,1.10184,1.10291,2690,1,0
913,2019-11-25 08:00:00,1.1029,1.1032,1.10102,1.10133,6519,1,0
914,2019-11-25 12:00:00,1.10133,1.10186,1.10055,1.10164,4963,1,0
915,2019-11-25 16:00:00,1.10164,1.10248,1.10035,1.10056,7557,1,0
916,2019-11-25 20:00:00,1.10056,1.10143,1.10044,1.10126,3313,1,0
917,2019-11-26 00:00:00,1.10129,1.10157,1.10072,1.1012,3391,1,0
918,2019-11-26 04:00:00,1.1012,1.10165,1.10088,1.1014599999999999,2897,1,0
919,2019-11-26 08:00:00,1.1014599999999999,1.10199,1.10112,1.10141,5866,1,0
920,2019-11-26 12:00:00,1.10141,1.10248,1.10135,1.10172,5229,1,0
921,2019-11-26 16:00:00,1.10172,1.10219,1.10072,1.10199,7797,1,0
922,2019-11-26 20:00:00,1.10199,1.10255,1.10173,1.10194,3458,1,0
923,2019-11-27 00:00:00,1.10194,1.10246,1.10151,1.10161,2389,1,0
924,2019-11-27 04:00:00,1.10161,1.10179,1.10081,1.10094,1804,1,0
925,2019-11-27 08:00:00,1.10094,1.1014,1.10026,1.10092,5426,1,0
926,2019-11-27 12:00:00,1.10092,1.10133,1.09984,1.10021,6802,1,0
